Pincode,Region,ProductID,Product,RetailerName,delivery_date(2024-03-15_15:01:00),delivery_date(2024-03-15_18:01:41),delivery_date(2024-03-16_13:15:33),delivery_date(2024-03-18_13:01:01),delivery_date(2024-03-19_11:01:38),delivery_date(2024-03-19_12:49:48),delivery_date(2024-03-19_15:44:36),delivery_date(2024-03-19_17:30:35),delivery_date(2024-03-20_08:30:47),delivery_date(2024-03-20_15:30:34),delivery_date(2024-03-21_12:30:31),delivery_date(2024-03-21_15:30:11)
500008,Hyderabad,B0BX9QH6QQ,PRODUCT_Orient Electric 1200 mm Jazz BLDC Ceiling Fan Orbes White -Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0BX9RRH53,PRODUCT_Orient Electric 1200 mm Jazz BLDC Ceiling Fan Daytone Grey -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0BX9PGMKB,PRODUCT_Orient Electric 1200 mm Jazz BLDC Ceiling Fan Ash Rose -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0BX9PH1CJ,PRODUCT_Orient Electric 1200 mm Jazz BLDC Ceiling Fan Royal Manioca -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0BX9NR2FG,PRODUCT_Orient Electric 1200 mm Jazz BLDC Ceiling Fan Smoke Brown -Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0BX9MS72P,PRODUCT_Orient Electric 1200 mm Hector Deco BLDC Ceiling Fan Brown-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0BX9N4RW7,PRODUCT_Orient Electric 1200 mm Hector Deco BLDC Ceiling Fan White-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0BX9PVY92,PRODUCT_Orient Electric 1200 mm Hector Deco BLDC Ceiling Fan Royal Manioca -Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0BX9Q6XPD,PRODUCT_Orient Electric 1200 mm Hector Deco BLDC Ceiling Fan Smoke Brown -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0C7ZFKM1R,PRODUCT_Orient Electric Stand 82 400 MM (Red)-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B01DLTW3LK,PRODUCT_Orient Electric Stand 82 400 MM (Sky Blue)-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B01DLTWNTM,PRODUCT_Orient Electric Wall Fan 49 Remote Touch Control Panel Crystal White-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0BDS2S7PY,PRODUCT_Orient Electric Fabrismooth 1000 Watt Dry Iron-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0B7BRK9B1,PRODUCT_Orient Electric 1600 W Steam Iron with Weilburger Coated Silver-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0B7B28LYC,PRODUCT_Orient Electric 2000 W Steam Iron with Weilburger Coated Silver-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B01MY839VW,PRODUCT_Orient Electric Fabrijoy 1000 Watt Dry Iron-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B091CXQ7R1,PRODUCT_Orient Electric Ultimate 1000 Watt Dry Iron DuPont American Heritage Coated Silver-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B01M3SYQ7P,PRODUCT_Orient Electric 500W Mixer grinder Kitchen Kraft 500 MGKK50B3 with 3 SS jars-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0B4DV1NV9,PRODUCT_Orient Electric 750W Mixer grinder 750 MGSP75WB3 3 jar with 3 SS jars-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0B6ZKKLP3,PRODUCT_Orient Electric 750W Mixer Grinder 750 MGSP75B4 4 jar with 3 SS Jars-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0B7HR14XW,PRODUCT_Orient Electric Chefspecial Kitchen Genie 750W Dry Grinding Jar White-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0CH5CBM41,PRODUCT_Orient Electric 12W High Glow LED Bulb 6500K Cool White-Amazon_Orient,ETrade Online,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0CH6BVFQG,PRODUCT_Orient Electric Moonlite 6W LED Down Light Recessed Ceiling LED Light Cool White-Amazon_Orient,ETrade Online,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B09X75ZYS5,PRODUCT_Orient Electric 12W Emergency Rechargeable LED Bulb 6500K Cool White-Amazon_Orient,ETrade Online,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B07MZZDY6T,PRODUCT_Orient Electric Ultimo 50L Desert Air Cooler with Densenest Honeycomb pads (Grey and Orange)-Amazon_Orient,264,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B07N14BD7Y,PRODUCT_Orient Electric Electric Ultimo 65L Desert Air Cooler with Densenest Honeycomb pads (Grey)-Amazon_Orient,264,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B083ZDMWZ1,PRODUCT_Orient Electric CW5003B Desert Air Cooler 50L White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0B886KXG6,PRODUCT_Orient Electric Electric Ultimo 88L Desert Air Cooler with Densenest Honeycomb pads (Grey and Orange)-Amazon_Orient,264,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0CR45B1SH,PRODUCT_Orient Electric Tornado 52L Desert Air Cooler 3650 mch (Dark Grey)-Amazon_Orient,Good Life18,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0CR46YQRF,PRODUCT_Orient Electric Tornado 65L Desert Air Cooler 3650 mch(Dark Grey)-Amazon_Orient,Good Life18,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0CSFS1DPP,PRODUCT_Orient Electric Durachill 40L Air Coolers with Densest honeycomb pads (White Grey)-Amazon_Orient,Good Life18,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
500008,Hyderabad,B0CSFTZHVF,PRODUCT_Orient Electric Superchill 100L Desert Air Coolers with Densenest honeycomb pads (White & Grey)-Amazon_Orient,Good Life18,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0BMVHSWYQ,PRODUCT_Orient Electric Apex-FX Ceiling Fan 1200mm(WHITE)-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0BMVLP6B1,PRODUCT_Orient Electric Apex-FX Ceiling Fan 1200mm(SMOKE BROWN)-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0BMVF3GZJ,PRODUCT_Orient Electric Pacific Air Decor 1200mm BEE Star Rated Ceiling Fan (White)-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0CHRKX49F,PRODUCT_Orient Electric 1200 mm Zeno Ceiling Fan BEE 5-star rated White -Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B09BJG5K8J,PRODUCT_Orient Electric 1200 mm I Tome Remote BLDC BEE 5-star rated Ceiling Fan Topaz Gold-Amazon_Orient,Orient  Electric,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0B637TBWM,PRODUCT_Orient Electric 1200 mm I Tome Remote BLDC BEE 5-star rated remote Fan Wooden finish -Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0BX9RRH53,PRODUCT_Orient Electric 1200 mm Jazz BLDC Ceiling Fan Daytone Grey -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0BX9PVY92,PRODUCT_Orient Electric 1200 mm Hector Deco BLDC Ceiling Fan Royal Manioca -Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0BX9Q6XPD,PRODUCT_Orient Electric 1200 mm Hector Deco BLDC Ceiling Fan Smoke Brown -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0B7BRK9B1,PRODUCT_Orient Electric 1600 W Steam Iron with Weilburger Coated Silver-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0B4DV1NV9,PRODUCT_Orient Electric 750W Mixer grinder 750 MGSP75WB3 3 jar with 3 SS jars-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0B6ZKKLP3,PRODUCT_Orient Electric 750W Mixer Grinder 750 MGSP75B4 4 jar with 3 SS Jars-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B07MZZDY6T,PRODUCT_Orient Electric Ultimo 50L Desert Air Cooler with Densenest Honeycomb pads (Grey and Orange)-Amazon_Orient,264,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B07N14BD7Y,PRODUCT_Orient Electric Electric Ultimo 65L Desert Air Cooler with Densenest Honeycomb pads (Grey)-Amazon_Orient,264,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B083ZDMWZ1,PRODUCT_Orient Electric CW5003B Desert Air Cooler 50L White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0B886KXG6,PRODUCT_Orient Electric Electric Ultimo 88L Desert Air Cooler with Densenest Honeycomb pads (Grey and Orange)-Amazon_Orient,264,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0CR45B1SH,PRODUCT_Orient Electric Tornado 52L Desert Air Cooler 3650 mch (Dark Grey)-Amazon_Orient,Good Life18,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0CR46YQRF,PRODUCT_Orient Electric Tornado 65L Desert Air Cooler 3650 mch(Dark Grey)-Amazon_Orient,Good Life18,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0CSFS1DPP,PRODUCT_Orient Electric Durachill 40L Air Coolers with Densest honeycomb pads (White Grey)-Amazon_Orient,Good Life18,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
400053,Mumbai,B0CSFTZHVF,PRODUCT_Orient Electric Superchill 100L Desert Air Coolers with Densenest honeycomb pads (White & Grey)-Amazon_Orient,Good Life18,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0CHRKX49F,PRODUCT_Orient Electric 1200 mm Zeno Ceiling Fan BEE 5-star rated White -Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B09BJG5K8J,PRODUCT_Orient Electric 1200 mm I Tome Remote BLDC BEE 5-star rated Ceiling Fan Topaz Gold-Amazon_Orient,Orient  Electric,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0B637TBWM,PRODUCT_Orient Electric 1200 mm I Tome Remote BLDC BEE 5-star rated remote Fan Wooden finish -Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0BX9RRH53,PRODUCT_Orient Electric 1200 mm Jazz BLDC Ceiling Fan Daytone Grey -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0BX9PVY92,PRODUCT_Orient Electric 1200 mm Hector Deco BLDC Ceiling Fan Royal Manioca -Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0BX9Q6XPD,PRODUCT_Orient Electric 1200 mm Hector Deco BLDC Ceiling Fan Smoke Brown -Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0B7BRK9B1,PRODUCT_Orient Electric 1600 W Steam Iron with Weilburger Coated Silver-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0B4DV1NV9,PRODUCT_Orient Electric 750W Mixer grinder 750 MGSP75WB3 3 jar with 3 SS jars-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B07MZZDY6T,PRODUCT_Orient Electric Ultimo 50L Desert Air Cooler with Densenest Honeycomb pads (Grey and Orange)-Amazon_Orient,264,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B07N14BD7Y,PRODUCT_Orient Electric Electric Ultimo 65L Desert Air Cooler with Densenest Honeycomb pads (Grey)-Amazon_Orient,264,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B083ZDMWZ1,PRODUCT_Orient Electric CW5003B Desert Air Cooler 50L White-Amazon_Orient,No Retailer Found,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0B886KXG6,PRODUCT_Orient Electric Electric Ultimo 88L Desert Air Cooler with Densenest Honeycomb pads (Grey and Orange)-Amazon_Orient,264,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0CR45B1SH,PRODUCT_Orient Electric Tornado 52L Desert Air Cooler 3650 mch (Dark Grey)-Amazon_Orient,Good Life18,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0CR46YQRF,PRODUCT_Orient Electric Tornado 65L Desert Air Cooler 3650 mch(Dark Grey)-Amazon_Orient,Good Life18,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0CSFS1DPP,PRODUCT_Orient Electric Durachill 40L Air Coolers with Densest honeycomb pads (White Grey)-Amazon_Orient,Good Life18,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
110016,New Delhi,B0CSFTZHVF,PRODUCT_Orient Electric Superchill 100L Desert Air Coolers with Densenest honeycomb pads (White & Grey)-Amazon_Orient,Good Life18,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BMVLRSN3,PRODUCT_Orient Electric Apex-FX Ceiling Fan 1200mm (BROWN)-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BMVHSWYQ,PRODUCT_Orient Electric Apex-FX Ceiling Fan 1200mm(WHITE)-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
700001,kolkata,B0BMVG2CJK,PRODUCT_Orient Electric Apex-FX Ceiling Fan 1200mm(BLUE)-Amazon_Orient,RetailEZ Pvt Ltd,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable,Currently Unavailable
